TweetID,Tweet1,Type1,Tweet2,Type2,Tweet3,Type3,Tweet4,Type4,Tweet5,Type5,Tweet6,Type6,Tweet7,Type7,Tweet8,Type8,Tweet9,Type9,Tweet10,Type10,Rated,P1,C1,P2,C2,P3,C3,P4,C4,P5,C5
realstevetrev,"So the republicans go to court in Pa. wanting to have their people watch the vote counting, the democrats go to court trying to block them. Why not install cameras and put it online so we can all watch? There are those bored enough to watch.",tweet,Should the New Jersey Senate President post the bill that would have the powers that be vote on whether residents can have the choice of pumping their own gas?,tweet,Is President Trump putting lives at risk by not cooperating with the Biden transition team on the coronavirus? 1-800-283-1015 come tell me your thoughts on this on .,tweet,Should Trump continue to challenge the election? 1-800-283-1015 let me know what you think on .,tweet,"@OANN Hey Stan, Happy New Year. If the President of the United States wants to go on national television in the middle of a Capital protest to implore them to leave and they don't put him on, it's on them. #irresponsible",reply,"If President Trump set up with his own television/social media network, would you subscribe to it? 1-800-283-1015 let me know if you would on .",tweet,Should Donald Trump be indefinitely suspended from social media? 1-800-283-1015 let me know what you think on .,tweet,"Despite the rejection of Democratic Senate leaders, should there be an investigation into the New Jersey nursing home deaths at the beginning of the coronavirus pandemic?",tweet,Should President Trump's account be reinstated on Twitter?,tweet,"Republicans and Democrats laughing together? It happened in N.J., and we’re not joking! -",tweet,0,,,,,,,,,,
stellar_mermaid,"Today, I will ask that the Senate vote yes or no on two bills: 1. The House passed $2,000 survival checks 2. Mitch McConnell’s alternative bill What objection could he possibly have to voting on his own bill? Let the Senate vote on $2,000 checks, Mitch!",retweet,so many problems in american politics stem from the fact that america is probably the only country on earth where people think it's totally ok for the government to not improve their lives in any meaningful way,retweet,"To Republicans suddenly worried about a divided country, I hope you start by joining together as a party and saying in one voice: Joe Biden won a fair election.",retweet,"Since Trump’s almost out of office, I figured this would be a fun time to remind everyone of the weirdest &amp; dumbest sh*t our failed dictator did in the last four years that we totally forgot about. Starting with a classic: STARING DIRECTLY INTO THE SUN DURING A SOLAR ECLIPSE",retweet,I wish our country would care about its ppl. We’re stuck with rich whiny babies who only care about themselves and money. I hate how they are so old and don’t give a f about anybody but themselves. Where’s our 2k they were so disgusted the trump admin didn’t give us?,tweet,White conservatives and liberals alike CAN EAT THIS,retweet,"Today is 18 yrs of the US invasion/illegal occupation of Iraq Listen to this Iraq War Veteran ""We've been to Iraq, We've been to Afghanistan, We know what these wars are really about. Our enemies are not in the poorest countries on the planet but right here in the richest one.""",retweet,Right? They’ll just stick to selling confederate and trump flags for ever and somehow make a living off of them 😂😂,reply,How is it the same as Q anon? That’s a weird statement like not being able to judge your president sounds like Q because they worshipped trump,reply,Either her and Ted Cruz are pretending or they are literally not smart enough to be governing states. What’s wrong with our country lol,tweet,0,,,,,,,,,,
ColtonVanVoorhi,"For 4 years the news media went after Trump’s children on a daily basis. But they give Biden’s son, Hunter, who’s a real-life crackhead, who married his dead brother’s widow, and who has an illegitimate child with a stripper, a pass? Make it make sense. 🇺🇸🇺🇸",retweet,Joined President @realDonaldTrump in the Situation Room last night upon reports the Islamic Republic of Iran had launched missiles on U.S. military facilities in Iraq. America is safer and stronger because of President Trump's decisive action. 🇺🇸,retweet,"Great news week for the President: -Eliminated Soleimani -New sanctions on Iran -140k more jobs this month -Dow clears 29,000 -Court allows $3.6 billion for the Wall No wonder Pelosi announced she’ll finally send the articles to the Senate.",retweet,"This is the exact moment where JD Vance won the Ohio Senate seat. It’s over. And it only took 30 seconds. You will never see a more 🔥 response, then brutal reversal in politics.",retweet,Ohio State will be going up against one of the nations best defenses Saturday night. Michigan St is No. 7 in the nation in Total Defense. Top Defenses in CFB (Total Defense) 1. Wisconsin 2. Ohio State 3. Missouri 4. TCU 5. Iowa 6. Navy 7. Michigan St 8. Clemson 9. UGA 10. Oregon,retweet,"It is statistically impossible to “find” 130,000 votes and have every single one of them be only for Biden.",retweet,"Love him or hate him, you can’t argue that Trump loves this country. Merica.",retweet,"Since when can a President sign an Executive Order that nullifies an Amendment? I thought this was a Democracy, not a Dictatorship. F🇺🇸ck gun control &amp; F🇺🇸ck Joe Biden.",retweet,I would have this playing non-stop. What disrespect. Just a reminder in case they forgot. Jim Harbaugh is now 1-5 against Ohio State. Ohio State is 8-2 during the last 10 matchups. Ohio State is 17-3 during the last 20 matchups,retweet,"Like him or hate him, you can’t argue that Trump loves this country. 🇺🇸🇺🇸",retweet,0,,,,,,,,,,
RedWaves__,"trump really said ""I'm the least racist president. I'm the least racist person in this room"" and then proceeded to call Mexican parents ""coyotes""................#Debates2020 #DebateTonight",retweet,"Y’all don’t understand that Donald Trump is a puppet of the upper elites....just like Obama, that man has no power this all part of the new world order plan to decrease the human population.",quote,FREE MEEK MILL. FUCK DONALD TRUMP &amp; HIS SUPPORTERS WINK WINK 😉,retweet,"THIS IS CHILE RIGHT NOW. The government set the military on the streets just because people were demanding rights. Salaries aren’t enough. WE ARE A DISARMED COUNTRY. They fight us with guns and we have bare hands. Media is censoring this, please RT. MAKE THE WORLD SEE.🇨🇱🇨🇱",retweet,"Y'all NEED to sign this petition for the ""Hands Up Act."" It basically will sentence officers to 15 years in prison for shooting someone who is UNARMED. Ik alot of y'all don't like what police officers are doing to US and this is YOUR chance to make a difference!!!",retweet,"Hope y’all know this man is getting re-elected. Know why? Cause every single old white folk gonna be at them polls, while the younger generation sits on the couch tweeting about it as if retweets go into the ballot box. y’all want change? Educate yourselves and VOTE",retweet,"50 Cent, Ice Cube, Kanye West, Lil Wayne (Weezy) and all the others endorsing Trump. Malcolm :",retweet,"The events of the past week are in no way a reflection on that service and sacrifice. I’ll ask each of you to reach out to an Afghanistan veteran and talk about their time, and let them know that you are proud of them. Just as I am.",retweet,That’s cool and all but what are you going to do about police brutality against innocent African-American men and women 🤔🤨,quote,If i don’t get paid on the first Trump or who ever gotta see me with the hands man i have bills to pay....,quote,0,,,,,,,,,,
Relax_itstiff,"greatest lesson i've ever learned is that sometimes people have to learn on their own terms, on their own time, in their own experiences. can't lose your mind tryna help someone see what you see even if it's with the purest intentions. speak your truth &amp; let them do what they do.",retweet,"Introverts don't fit in. They kinda like to be in their own world. Quiet world. Cosy world. A world full of love &amp; good vibes. A world of meaning and deep contemplation. They like to be alone not because they are anti-social, but because they don't need people to feel fulfilled.",retweet,Following women on social media who don’t align with the Eurocentric beauty standards&gt;&gt;&gt; for my woc pls do this and i promise you it’ll make you embrace and fall in love with your features more &lt;3,retweet,Y’all gas up Philly too much like it isn’t all that fun here fr. Too much shit be going on &amp; it’s like death is always in the air. Swear y’all only wanna hype it up cause of what y’all see on social media.,tweet,"social media breaks will remind you that a lot of this shit doesn’t even deserve a reaction all the time. conserve that energy for creativity, community, love, exploration, etc.",retweet,"No literally. 😂😂and this should be big new, but they’re worried about tiktok. like we’re bouta lose our power completely, we’re deemed a third-world country, &amp; our currency is gonna be dust. Our economy is gonna crash and it’s right in our faces rn",reply,"I understand both sides because when u start dating someone, it’s like they’re all that u think about and u always wanna be around them, but ur friends shouldn’t be neglected in the process &amp; if a man is keen on isolating u to the point where u have no friends, he’s the problemmm",reply,"If that man can afford it then I don’t see the problem, but I was really talkin about the girls who aren’t in relationships or shitty ones that feel like they gotta tell other women what to accept &amp; not accept in their relationships 😭",reply,Tee Grizzley reveals he makes well over $200k a month from playing GTA. He created a lane for his friends that were actively in the streets to make money online with him.Says some of them are now making around $20k a month the legal way the only way💪🏾,retweet,"Like if u got the money then go right ahead, nobody cares. People start to care and make it a topic of discussion when the bbl girlies get the same body and talk badly about having a natural body. &amp; let’s not forget, literally telling another woman to get surgery too 😂😂",reply,0,,,,,,,,,,
graciekinabox,"Ted Cruz says all Democrats do is hate Trump. Not true Ted, we hate you too.",retweet,Fauci moods: Biden briefings vs. Trump briefings,retweet,Why even be in Congress if you don’t believe in doing your job? Just quit and let someone who actually gives a damn do it instead of acting like a useless piece of furniture when babies are shot with AR15s that we let teen boys impulse buy before they can legally have a beer.,retweet,20 Republicans vote against Support For Human Trafficking Victims,retweet,"Enough is enough. We must abolish the filibuster and pass gun safety legislation NOW. No one in America needs an AR-15. How many more children, mothers and fathers need to be murdered in cold blood before the Senate has the guts to ban assault weapons and take on the NRA?",retweet,"“Don’t let anybody know where you are!” Never before seen video: Nancy expresses concern to Mike Pence about his safety, all while Trump was stoking violence against Pence.",retweet,Every single Republican voted against a $35/month price cap on insulin. Every. Single. One.,retweet,"As a survivor, I am thinking about how Brett Kavanaugh and Clarence Thomas are credibly accused of having violated and harassed women and are now the ones about to deny us our right to abortion care. Abusers do not belong in public office. Period.",retweet,"""Why are we here?"" Sen. Murphy presses fellow senators in emotional speech after Texas elementary school shooting. ""I am here on this floor, to beg, to literally get down on my hands and knees and beg my colleagues ... find a way to pass laws that make this less likely.""",retweet,The now famous one-shot Julliard scene in TÁR is not only an amazing technical achievement. It’s also a fascinating instance of screenwriting. Its take on political correctness and cultural policing is more nuanced than the entire scripts of most movies today,retweet,0,,,,,,,,,,
lilacfluer,"WhatsApp, Facebook, And Twitter Blocked In Zambia As Country Counts Presidential Polls. Zambia's government has shut down Internet access across the country, prior to the announcement of the results of a tight presidential election",retweet,"""If we are Americans rather than Republicans and Democrats, we can work together and solve all of these problems"" @JohnKasich #GOPDebate",retweet,Can you imagine president Obama spewing the vile Donald Trump has been getting away with!?! It's disgusting to say the least...,tweet,absolutely! He's what the republicans need to replace Obama. Independents would vote for him too.,reply,Trump's a phony. I'm not sold on whatever he's selling. Please leave the Republican Party alone 😞 #GOPDebate,tweet,"I wish Liberals would stop using Comey as a scapegoat to Hillary’s loss. She should have never lost to Trump. Period. But she did, Comey or not. #comeytownhall",tweet,"Whew. Talk about a low blow. ""One of us ran against Obama...."" #DemDebate",retweet,"""One of us ran against Barack Obama. I was not that candidate."" -- @BernieSanders in #DemDebate",retweet,"It’s a great in America! Congratulations to POTUS elect Joe Biden! Congratulations to first female Vice President elect Kamala Harris! Congratulations to our smart, classy FLOTUS Jill Biden!",tweet,"#RyanTownHall why didn't the republicans work with president Obama on healthcare from the start? Why now do you have a ""great"" new plan?",retweet,0,,,,,,,,,,
Authoralexp,Things that scare writers: -Writing -Talking about their story -Editing their story -Blank pages -Their ever loom TBR pile -The dozens of amazing ideas they have that they also think may be trash -Words in general -Social gatherings,tweet,"A book bar where you can slam a book shut on the bar after you’re finished, shout, “Another!” and the barkeep will choose a new book from your TBR list based on what they think you will most enjoy in the moment like some kind of librarian sommelier",retweet,"Facts that scare writers: -To write a book, you actually need to sit down and put words on the paper. Browsing social media for hours does not, in fact, count as writing",tweet,"Facts that scare writers: -To write a book, you actually need to sit down and put words on the paper. Browsing social media for hours does not, in fact, count as writing",tweet,"Facts that scare writers: -To write a book, you actually need to sit down and put words on the paper. Browsing social media for hours does not, in fact, count as writing",tweet,Writer: Has a story idea Writer: Makes coffee Writer: Sits down in their comfy chair Writer: Opens their WIP document Writer: GoEs On SoCIaL MeDia,tweet,Writer: Has a story idea Writer: Makes coffee Writer: Sits down in their comfy chair Writer: Opens their WIP document Writer: GoEs On SoCIaL MeDia,tweet,Writer: Has a story idea Writer: Makes coffee Writer: Sits down in their comfy chair Writer: Opens their WIP document Writer: GoEs On SoCIaL MeDia,tweet,Writer: Has a story idea Writer: Makes coffee Writer: Sits down in their comfy chair Writer: Opens their WIP document Writer: GoEs On SoCIaL MeDia,tweet,Writer: Has a story idea Writer: Makes coffee Writer: Sits down in their comfy chair Writer: Opens their WIP document Writer: GoEs On SoCIaL MeDia,tweet,0,,,,,,,,,,
Gabino_Iglesias,A horror writer is put in a care home with a dark secret Why do they insist on taking so much of his blood for testing? What do the staff get up to after lights out? Why does it feel like he has stepped between the pages of one of his old novels? #horror,retweet,A horror writer is put in a care home with a dark secret Why do they insist on taking so much of his blood for testing? What do the staff get up to after lights out? Why does it feel like he has stepped between the pages of one of his old novels? #horror,retweet,A horror writer is put in a care home with a dark secret Why do they insist on taking so much of his blood for testing? What do the staff get up to after lights out? Why does it feel like he has stepped between the pages of one of his old novels? #horror,retweet,A horror writer is put in a care home with a dark secret Why do they insist on taking so much of his blood for testing? What do the staff get up to after lights out? Why does it feel like he has stepped between the pages of one of his old novels? #horror,retweet,"Hello, new book friends! I took today away from social media to decompress after yesterday’s op-ed, but my name is Carmen &amp; I have dedicated my platforms to discussing books by Latinx and BIPOC authors. I’m Cuban American and live in Florida. All my links + ways to support ⤵️",retweet,"Welcome to ""Vampires and Spies"". In a world where vampires see humans as a primitive species, barely aware of their presence, this edgy futuristic fantasy saga explores their uneasy coexistence, and their coming together against the forces of darkness.",retweet,"First, congrats on the nomination! Second, we dropped the CHROMOPHOBIA Kindle to 99 cents in the hopes of getting the stories in front of as many eyes as possible. put together a helluva collection &amp; we couldn't be more proud of the book!",retweet,"""One of the things I love the most about horror and crime fiction is that both genres share a heart: at their core are good people who are thrown into bad situations."" #horror #CrimeFiction #writersoftwitter",retweet,"Finally started that Bigfoot marathon I wanted to do. Call it...research! Watched A Flash of Beauty: Bigfoot Revealed. Not bad, not great. Solid production and a few interesting interviews. Bonus points for all the attention they paid to indigenous cultures. Worth a watch.",tweet,"I’ll always give you ups because you give horror Twitter so much of yourself 🖤 I don’t have anything to promote (yet), but I did just send out a thread asking for help on behalf of a horror fan who’s homeless in TX. That’s the thing I want people to see today, if you can.",retweet,0,,,,,,,,,,
HarlequinGrim,"3 years ago Ron Johnson (R-Moscow) voted for the ultra wealthy to write off private jets and yachts as a tax deduction. Today, he stood in the way for the rest of America to get $1,200 for those making under $75,000. That, my friends, is the literal definition of a “Fucker”.",retweet,"I definitely see your angle here. It really hinges on what is ‘being political’ or engaging, as you said. Insofar as politics is a byproduct of being a social creature, it’s impossible to be divorced unless one is a hermit. But that’s a pretty watered down definition I think.",reply,"That’s a fascinating line of thought. I think the problem probably IS evil because social altruism is built into the human species through evolution, and ‘evil’ is the exception, not the rule, some might argue.",reply,"Even the Dalai Lama said he would kill Hitler given the chance, but that he would not do it out of malice, but “with ritual and grace”. And if that isn’t the most Zen, badass way to say that some people just need a bullet in the head, I don’t know what is.",reply,So the govt. released a report saying that 140+ UAP’s witnessed by pilots/instruments seemingly possess technology that no known government or nation on earth could possibly have. 😅 Hello? Why is no one talking about this? Are we in the first act of War of the Worlds?,tweet,"Higher difficulty does not equal higher pay. I find it amusing that people think that the majority of jobs are fairly judged and compensated in the western world, funnier still that they believe the Jeff Bezos’s of the world have their back.",reply,Seeing as how it’s not socially acceptable to burn people alive in public squares anymore I think they stand a great chance.,reply,"I find the term woke confusing. On the one hand it’s a term of mockery for many, on the other it’s used unironically, as it is here. So trying to see how it can be toxic or not is difficult, as its actual definition seems in constant flux.",reply,"An interesting study conducted on the efficacy of the ‘astrological hypothesis’, the results of which garnered personal attacks and a ‘energetic discussion’ as stated politely by the scientists.",tweet,"All our preferences and opinions could be catalogued politically, but take for instance people who live in untraditional ways. I follow a busker who just does street performances and travels. He works out, performs, and moves on. A simple life divorced from modern politics.",reply,0,,,,,,,,,,
RoAnnaSylver,"“any hopes that Trump had of stealing the 2024 election have crashed and burned as Democratic governors will be in Pennsylvania, Michigan+ Wisconsin to protect democracy. “ Gov. Tony Evers Wins Reelection In Wisconsin As Blue Wave Rolls On",retweet,What this election tells us — against all of the pundit predictions — is there is a tremendous opportunity to get this country ready for the future and to abandon the structures we’ve outgrown. People will take real progress IF YOU OFFER IT TO THEM.,retweet,"BREAKING: New Hampshire elected Democrat James Roesner to the statehouse, the first openly transgender man elected to a U.S. state legislature. State legislatures have introduced over 150 discriminatory anti-trans bills so far this year.",retweet,Projection: Democrat Tina Kotek is the Projected Winner in the Oregon Governor Election. She will defeat Republican Christine Drazan. Democratic Hold #Election2022 #ElectionDay #ORGov,retweet,"Major new bill in Oregon. It would mandate that insurance covers ALL gender affirming care - surgeries, hormone therapy, FFS, hair removal, everything. Oregon would be the 4th state to mandate such care. EVERY Senate Democrat cosponsored the bill. GO OREGON!",retweet,"Betsy Johnson being a Democratic Senator, with 20 years in public office, switching to Independent in order to run for Oregon Governor against Her. Own. Party. is some straight up B.S. If Drazan beats Kotek, Johnson is a huge reason why.",retweet,Anyway we'll have to deal with a GOP-led House for 2 years and they'll do their best to pass a lot of sketchy anti-democracy laws. But Warnock should maintain the status quo in the Senate and that'll keep the worst of it at bay. In the meantime we'd better figure out how to win.,retweet,unironically he's making history as the first hoodie and shorts guy to be elected to the senate in US history. it's an extremely underrepresented group,retweet,"For months the mostly male political press has been telling us that abortion doesn't matter and that Democrats were ""wrong"" to have gone ""all in"" on abortion. Now they are eating crow. via",retweet,BREAKING: MSNBC announces that Democrats just won the Senate as Catherine Cortez Masto defeats Adam Laxalt in the Arizona Senate race. RT IF YOU’RE THRILLED THAT MITCH MCCONNELL WONT BE THE NEXT SENATE MAJORITY LEADER!,retweet,0,,,,,,,,,,
kymwald,‘This feels more like the end of a regime than the end of a democratically elected government.’ -,retweet,"@DonaldJTrumpJr First of all, not true. Second, some people are coming to associate the American flag with hate and white supremacy. It’s a shame that such a hateful party ( Trump ) has hijacked such a beautiful flag. But you can never hijack the ideal behind it.",reply,Like I said many drugs are used off label. In fact SSRIS are working against severe disease with Covid if given within the first 48 hours of sickness. No reason not to use a safe drug if needed. But you are just repeating talking points. I am a liberal. But what’s wrong is wrong,reply,@NYGovCuomo stand strong! You deserve due process. I am a Democrat and I am tired of the party destroying their own ( franken etc) How dare they jump on the bandwagon and try to destroy a career without due process. Please remember there are a lot of ppl out here who support you.,reply,"This is the most devastating political ad I’ve seen in years. It reveals the truth about Trump and China, and that truth is ugly.",retweet,Exactly. He is a doctor that is following his oath of “do no harm” He’s also pro vaccine but god forbid there is some other treatment. Especially a safe drug like ivermectin. Obviously prescribed for humans. Maybe if they didn’t make this so political ppl wdnt turn to the vet one,tweet,@Cernovich How about Trump?,reply,"I remember it and read a book by Nathanial Rich that basically said that it was an example that wasn’t true. They believed ppl would be too stupid to grasp climate change but thought that the imagery of a “hole” in the ozone layer would stick, even if not exactly accurate.",reply,Hearing President-Elect Biden refer to our deferred dreams (he is quoting Langston Hughes there) and honor the contributions of African Americans to this democracy and specifically to his candidacy - really has got me. There are so many emotions today. Gratitude is #1.,retweet,This is appalling and beyond disgusting and IGNORANT. What in the world do they think this Country is made up off? Native residents? I am astounded at the hatred and xenophobic bs coming out of their mouth. I’m sorry you had to read this.,reply,0,,,,,,,,,,
DataSocietyTW,Both Obama and Trump's budgets included a suite of Medicare reforms that would have saved money by paying less to hospitals and doctors in certain situations. Biden's budgets have never included them.,retweet,"New report: “With sufficient political will and a strengthened coalition, the US can wear down the Russian war machine and hamstring its ability to harness malign finance to destabilize democratic governments and evade sanctions and export controls.”",retweet,Experts say Congress should do more to keep data brokers from exposing Americans’ private information,retweet,"Depending on where you are in the world, the political landscape is likely to determine whether or not the public embraces civil uses of biometric authentication as a force for good. By #Privacy",tweet,"“The Biden administration does not need additional authority from Congress to address national security concerns about TikTok,” said Brooke Oberwetter, a spokeswoman for TikTok.",retweet,"RT Learning losses during the pandemic have been highly unequal, with school closures lasting roughly twice as long in developing countries compared with advanced economies. Read more on what this means for the lasting impact of CO ..",retweet,"🚨 #QuadCyberChallenge starts today!🚨 In Feb, the governments of Australia, India, Japan, &amp; US launched a public campaign to improve cybersecurity across their nations. That campaign starts now! Sign up, take action, &amp; join the effort to be cyber smart:",retweet,"Browsing the web for protest-related materials &amp; attending protests can be risky, particularly in countries that persecute dissent. As governments exert control over access to the Web people are increasingly turning to VPNs. Learn more with our guide:",retweet,"""Donald Trump is enjoying his retirement in China."" *Spoof pictures, powered by #MidJourney #AI",retweet,What would you do if you found out you were registered as a member of a political party you'd never interacted with? Here's what many Kenyans dealt with ahead of the 2022 election,retweet,0,,,,,,,,,,
RamiWrites,WANTED Criminals might be found running for elections. If found draw a mustache on their face. Who would you vote for when criminals are running for elections ?🙃 #Lebanon #lebanon🇱🇧 #beirut #election #art #artist #nfts #nftartist #NFT #NFTCommunity #nftcollectors #nftart,retweet,"While seemingly a good thing, sadly this could put more gamers against NFTs. Activision probably has one of the worst histories of over-monetizing, gamers could react with confirmation bias I hope it’s done in a Web3 way, not one that perverts NFTs to make them even more money",reply,"Metadata is most often stored on the Interplanetary File System (IPFS). But even there it can be deleted if the data is not used or paid for. In light of BTC ordinals &amp; on-chain data, let’s demystify NFT metadata &amp; discuss protective actions. &amp; report.",retweet,📦 Account Abstraction comes with: Multicall Transactions Session Keys Social Recovery MFA Key Rotators Custom Wallet Logic Signer-by-Operation Pay for Gas in Other Currencies Wallet Spam Filter Recurring Transactions I'll summarize each &amp; what they can do 👇🏽 (4/18),reply,"🤸‍♀️ Social Recovery According to , hacks are the loss of 10x more BTC than is paid on fees everyday Separating the signer from the balance means if a signer gets compromised, we can switch that signer with a new one Hacks would be immediately fixable 🕊 (7/18)",reply,"Also, these events (Celsius, Luna, FTX, etc.) are not black swans. They are simply the artifact of tighter monetary policy exposing those who were leveraged with their clients’ money. This stuff happens in bear markets. Calling it a black swan is just an excuse",retweet,"There are over 500,000 ETH validators globally, staking 14% of the total supply. This validator set should be protected from any drastic changes in number for security. If that number could change quickly, it could be employed as a tactic in orchestrating an attack. (2/10)",reply,"State of Tech Crypto: ""2.5% transaction fees are outrageous. Let's launch 10 competitors this year to drive this to zero"" Web2: ""We think a 47.5% transaction fee on digital objects is pretty competitive to be honest"" Government: ""How can we protect consumers from crypto?""",retweet,"Today there are tools that automate the extraction of MEV. The biggest name in that space is Flashbots. They are a company created to allow everyone to employ MEV strategies, instead of only a few. They aim to ""Democratize Extraction."" (16/25)",reply,"My second piece on thanks to ambassador . 💗 Chorus 02/ Order in the Chaos Is putting all the pieces together in harmony a sin against the beauty of chaos? Or, is it a function of our survival, a means to song in place of the noise?",retweet,0,,,,,,,,,,
White_Hat_DAO,Elements of Socialism are present in many nationstates and thriving along side with flavor of free market economy (Capitalism) example - Scandinavian Countries. On the other hand communism is more described as a political orientation and has it's own way to structurize economy.,reply,You are propagating the same system of current political order in real life. Where the citizens have very little voice on the governance as they delegate their consensus via voting once in every 4 years to someone from a political party to run the Gov.,reply,We have so many DAO tools nowadays. Doesn't take long time to collect consensus from the DAO members. In every project might have their own flavor of Decentralized Governance. Just like every country has it's own flavor of democracy. Russia is a democracy and so is France !!,reply,"SEC is doing exactly what it suppose to do. Some people may like / dislike depends on their personal view, economic / political / social orientation.",reply,90% projects barely survives 1 year after coming in the market. Most of them will do rug-pull somehow. you don't need to ask any project to stay around for 5 years if you do your due-diligence. We have created a Safety Rating platform to make it easy.,reply,Breaking: Expert thinks in the near future users will have to do KYC to use Wait they already collecting your IP address. That means they know who you are and where you live. Good work metamask. you are no good for decentralized web3 space. Good bye !!,reply,The vote is in! Congratulations to the projects in #OPIncubator Round 6: 51.98% (14294.5 OP) 27.33% (7515.75 OP) 20.7% (5692.5 OP) All voters will be airdropped their share of the 10000 OP voting incentive.,retweet,We just looked into audit you have conducted. Just wondering why would you classify #Centralization function as low severity ? could be next big fukup !! As they have total control over user funds stationed in their protocol and voting. #ETH #NFT,reply,What is your friend into ? As there are many categories of anime... # Action. # Comedy/Slice-of-Life. # Drama/Tragedy. # Psychological. # History. # Mecha/Military. # Supernatural/Magic. # Romance. # hentai # fuked up mix of all above in one.,reply,"Coinbase is a US based business, Thus it has to comply US government's sanction on Russia. Nobody should be surprised by this. Just goes to show the value of Defi and going Bankless !! 🏴🏴🏴",reply,0,,,,,,,,,,
antgrasso,"Marrying the environmental sustainability goals for companies is complex. If we don't make a strategy for it, we risk making notable announcements without awareness of what should be done. In Italy, we say, ""the King is naked"" Microblog &amp; social design #Sustainability",tweet,"By adopting the right technology and governance policies, a Smart City can help solve many of the problems related to urbanization and help make communities more inclusive and sustainable. Microblog and social design by #SmartCity #Digitalization #Sustainability",retweet,"By adopting the right technology and governance policies, a Smart City can help solve many of the problems related to urbanization and help make communities more inclusive and sustainable. Microblog and social design by #SmartCity #Digitalization #Sustainability",tweet,"When we add artificial intelligence to our data management practices, we get what many call Augmented Data Management, with countless benefits in terms of end-to-end data management and processing. Microblog and social design by #AI #DataManagement #CDO",tweet,A nation's digital maturity depends on its leaders' ability to project the country into the future through a healthy awareness of the necessary iterations. Microblog and social design by #DigitalStrategy #Leadership #Government,tweet,Artificial intelligence is too important to humankind to become the domain of a few. The democratization of AI is not an option but a need to extract the most incredible shared value from this fascinating technology. Microblog and social design by #AI #CEO #CIO,tweet,For many it is not yet clear what the term DevOps means. We can easily define it as a set of software development procedures that brings developers (Dev) together with those who perform operations (Ops) as if they were a single team. Microblog &amp; social design #DevOps,tweet,For many it is not yet clear what the term DevOps means. We can easily define it as a set of software development procedures that brings developers (Dev) together with those who perform operations (Ops) as if they were a single team. Microblog &amp; social design #DevOps,retweet,"Use digital technology as a weapon of mass destruction against inefficiency? Insurers say yes, we can. And many are moving in the right direction, driving differentiation and growth. Microblog and social design by #insurance #innovation #insurtech",retweet,"Use digital technology as a weapon of mass destruction against inefficiency? Insurers say yes, we can. And many are moving in the right direction, driving differentiation and growth. Microblog and social design by #insurance #innovation #insurtech",tweet,0,,,,,,,,,,
ramahluwalia,"11/ Either way - it is strongly in DCG's interest to have creditors approve the Joint Plan. If the Joint Plan is not approved, then DCG faces the prospect of acting as a forced seller of various assets. The market knows this and may explain the ~45% GBTC discount.",reply,"Earnings calls are a great way to get a real-time pulse on the economy and health of various sectors. Here are bellwethers - across banks, tech, semis, and industrials - that each can have a different lens on the direction of the US economy. Pick one and I'll share our notes...",tweet,"9/ Translation: If you opt-in to a class action lawsuit, and you elect for the kicker, you must drop out of the class action. Claimants need to weigh the value of the kicker (bird in hand) against the proceeds from a lawsuit less steep contingency fees and time",reply,"If the agent does not act in the best interests of the creditors they represent then Gemini opens up to liability. On that point, I am surprised Gemini is reinforcing the DCG narrative ‘it is a liquidity issue’ and inventing new terms up like ‘cash flow solvency’",reply,"The SEC is investigating VCs who invested in FTX. They are assessing whether VCs conducted their stated due diligence process. VCs are in a catch 22. If they did DD and still invested, then the DD looks insufficient (and possibly negligent).",tweet,"17/ If you're a part of the Donut program, don't ask here the kicker is, because all you'll find is a hole :) Donut will get the same deal (leaving 'kicker elections' aside) as other retail unsecured lenders Donut creditors are part of General Unsecured Claims",reply,Need an act of Congress to ban crypto. Banks under existing statute can custody crypto and engage in money transmission. The US is a country based on rule of law. Bank regulators are talking about ‘segregation of duties’ which I support. Lookup Secretary Yellen’s comments…,reply,8/ DCG &amp; Gemini separately will offer Gemini Unsecured Lenders a 'kicker' for waiving lawsuits/release of claims This is a cash payout that goes above and beyond the proceeds from the bankruptcy process We do not know those $ amounts. Claimants can choose not to elect kicker,reply,Ironic that the root cause of the ‘market turmoil’ is leverage on GBTC. Where did leverage come from? Genesis. Where did GBTC come from? Grayscale. Who is eating the losses from this? DCG. Why? No Reg M election to close the gap.,reply,Normally stimulus happens after the recession. Feb 2009 stimulus was $787 Bn. Now we have $900 Bn *before* recession started. It’s going to take time for the higher rates to work slow the system. Higher rates are competing to offset stimulus. Draining a tub of liquidity…,reply,0,,,,,,,,,,
